fullname;shortname;category_path;idnumber;summary;backupfile;format
Methodologie et sources de la genealogie;Methodologie et sources de la genealogie-HDDU1EC2;Diplome d'universite / DU Genealogie / Semestre 1 Parcours Enseignement a distance;HDDU1EC2;methodologie et sources de la genealogie;;
